DATE,Completion,pet,gas,agua,FirstDate,ProdTotalDaysCum
1/01/2000,AL-3:C,534,1703,2289,1/06/1996,1340
1/02/2000,AL-3:C,480,1347,1545,1/06/1996,1369
1/03/2000,AL-3:C,399,980,2001,1/06/1996,1400
1/04/2000,AL-3:C,537,1290,2331,1/06/1996,1430
1/05/2000,AL-3:C,497,1211,2278,1/06/1996,1461
1/06/2000,AL-3:C,478,1105,1552,1/06/1996,1491
1/07/2000,AL-3:C,431,848,1768,1/06/1996,1522
1/08/2000,AL-3:C,372,602,1621,1/06/1996,1553
1/09/2000,AL-3:C,434,693,2056,1/06/1996,1583
1/10/2000,AL-3:C,482,640,2324,1/06/1996,1614
1/11/2000,AL-3:C,529,642,2139,1/06/1996,1644
1/12/2000,AL-3:C,526,666,1809,1/06/1996,1675
1/01/2001,AL-3:C,437,674,1483,1/06/1996,1706
1/02/2001,AL-3:C,211,414,979,1/06/1996,1734
1/06/2010,AL-30:B,477,,,1/06/2010,30
1/07/2010,AL-30:B,910,3683,,1/06/2010,61
1/08/2010,AL-30:B,674,2608,0,1/06/2010,92
1/09/2010,AL-30:B,879,3150,39,1/06/2010,122
1/10/2010,AL-30:B,750,2964,61,1/06/2010,153
1/11/2010,AL-30:B,649,2803,43,1/06/2010,183
1/12/2010,AL-30:B,677,2947,47,1/06/2010,214
1/01/2011,AL-30:B,658,2977,59,1/06/2010,245
1/02/2011,AL-30:B,524,1845,44,1/06/2010,273
1/03/2011,AL-30:B,585,2139,28,1/06/2010,304
1/04/2011,AL-30:B,556,2085,25,1/06/2010,334
1/05/2011,AL-30:B,507,2015,25,1/06/2010,365
1/06/2011,AL-30:B,437,1950,24,1/06/2010,395
1/07/2011,AL-30:B,418,2064,24,1/06/2010,426
1/08/2011,AL-30:B,450,2139,21,1/06/2010,457
1/09/2011,AL-30:B,460,2062,22,1/06/2010,487
1/10/2011,AL-30:B,463,2090,26,1/06/2010,518
1/11/2011,AL-30:B,245,884,,1/06/2010,548
1/12/2011,AL-30:B,269,1209,224,1/06/2010,579
1/01/2012,AL-30:B,284,1193,259,1/06/2010,610
1/02/2012,AL-30:B,260,1106,240,1/06/2010,639
1/03/2012,AL-30:B,252,1153,284,1/06/2010,670
1/04/2012,AL-30:B,231,1152,248,1/06/2010,700
1/05/2012,AL-30:B,241,1139,278,1/06/2010,731
1/06/2012,AL-30:B,234,1103,268,1/06/2010,761
1/07/2012,AL-30:B,235,1085,238,1/06/2010,792
1/08/2012,AL-30:B,224,1058,251,1/06/2010,823
1/09/2012,AL-30:B,241,990,250,1/06/2010,853
1/10/2012,AL-30:B,231,1113,307,1/06/2010,884
1/11/2012,AL-30:B,282,1221,264,1/06/2010,914
1/12/2012,AL-30:B,204,1216,226,1/06/2010,945
1/01/2013,AL-30:B,179,1228,216,1/06/2010,976
1/02/2013,AL-30:B,167,1161,199,1/06/2010,1004
1/03/2013,AL-30:B,181,1288,223,1/06/2010,1035
1/04/2013,AL-30:B,144,784,180,1/06/2010,1065
1/05/2013,AL-30:B,177,778,169,1/06/2010,1096
1/06/2013,AL-30:B,168,960,200,1/06/2010,1126
1/07/2013,AL-30:B,93,2084,48,1/06/2010,1157
1/08/2013,AL-30:B,216,5117,258,1/06/2010,1188
1/09/2013,AL-30:B,0,0,0,1/06/2010,1188
1/10/2013,AL-30:B,0,0,0,1/06/2010,1188
1/11/2013,AL-30:B,0,0,0,1/06/2010,1188
1/12/2013,AL-30:B,0,0,0,1/06/2010,1188
1/01/2014,AL-30:B,241,3945.53,121,1/06/2010,1219
1/02/2014,AL-30:B,218,3536.22,112,1/06/2010,1247
1/03/2014,AL-30:B,244,3784,111,1/06/2010,1278
1/04/2014,AL-30:B,225,3643,107,1/06/2010,1308
1/05/2014,AL-30:B,232,3702,88,1/06/2010,1339
1/06/2014,AL-30:B,244,3529,108,1/06/2010,1369
1/07/2014,AL-30:B,223,3628,91,1/06/2010,1400
1/08/2014,AL-30:B,209,3627,124,1/06/2010,1431
1/09/2014,AL-30:B,202,3522,108,1/06/2010,1461
1/10/2014,AL-30:B,214,4018,123,1/06/2010,1492
1/11/2014,AL-30:B,202,3841,95,1/06/2010,1522
1/12/2014,AL-30:B,177,3972,136,1/06/2010,1553
1/01/2015,AL-30:B,206,3934,83,1/06/2010,1584
1/02/2015,AL-30:B,190,3417,104,1/06/2010,1612
1/03/2015,AL-30:B,188,3747,95,1/06/2010,1643
1/04/2015,AL-30:B,197,3946,103,1/06/2010,1673
1/05/2015,AL-30:B,213,4018,67,1/06/2010,1704
1/06/2015,AL-30:B,190,3917,81,1/06/2010,1734
1/07/2015,AL-30:B,173,4041,78,1/06/2010,1765
1/08/2015,AL-30:B,203,4062,78,1/06/2010,1796
1/09/2015,AL-30:B,183,4406,130,1/06/2010,1826
1/10/2015,AL-30:B,197,4381,49,1/06/2010,1857
1/11/2015,AL-30:B,183,4505,70,1/06/2010,1887
1/12/2015,AL-30:B,184,4908,37,1/06/2010,1918
1/01/2016,AL-30:B,178,4524,53,1/06/2010,1949
1/02/2016,AL-30:B,170,4274,53,1/06/2010,1978
1/03/2016,AL-30:B,143,5203.45,28,1/06/2010,2009
1/04/2016,AL-30:B,143,4192.94,28,1/06/2010,2039
1/05/2016,AL-30:B,143,4694.74,34,1/06/2010,2070
1/06/2016,AL-30:B,137,4527,77,1/06/2010,2100
1/07/2016,AL-30:B,142,5002,82,1/06/2010,2131
1/08/2016,AL-30:B,87,3472,45,1/06/2010,2162
1/09/2016,AL-30:B,66,3844,40,1/06/2010,2192
1/10/2016,AL-30:B,95,4243,36,1/06/2010,2223
1/11/2016,AL-30:B,118,4162,20,1/06/2010,2253
1/12/2016,AL-30:B,113,2871,77,1/06/2010,2284
1/01/2017,AL-30:B,149,3184,47,1/06/2010,2315
1/02/2017,AL-30:B,90,1078,,1/06/2010,2343
1/03/2017,AL-30:B,,,,1/06/2010,2343
1/04/2017,AL-30:B,83,476,,1/06/2010,2373
1/05/2017,AL-30:B,173,631,32,1/06/2010,2404
1/06/2017,AL-30:B,181,704,19,1/06/2010,2434
1/07/2017,AL-30:B,146,651,33,1/06/2010,2465
1/08/2017,AL-30:B,153,725,53,1/06/2010,2496
1/09/2017,AL-30:B,129,630,19,1/06/2010,2526
1/10/2017,AL-30:B,102,691,19,1/06/2010,2557
1/11/2017,AL-30:B,173,367,0,1/06/2010,2587
1/12/2017,AL-30:B,100,321,33,1/06/2010,2618
1/01/2018,AL-30:B,119,276,,1/06/2010,2649
1/02/2018,AL-30:B,96,219,18,1/06/2010,2677
1/03/2018,AL-30:B,184,328,32,1/06/2010,2708
1/04/2018,AL-30:B,166,1290,23,1/06/2010,2738
1/05/2018,AL-30:B,158,1029,26,1/06/2010,2769
1/06/2018,AL-30:B,144,2427,30,1/06/2010,2799
1/07/2018,AL-30:B,147,1665,,1/06/2010,2830
1/08/2018,AL-30:B,126,1839,0,1/06/2010,2861
1/09/2018,AL-30:B,125,1524,,1/06/2010,2891
1/10/2018,AL-30:B,179,2434,0,1/06/2010,2922
1/11/2018,AL-30:B,149,2435,23,1/06/2010,2952
1/12/2018,AL-30:B,126,2441,,1/06/2010,2983
1/01/2019,AL-30:B,115,2843,0,1/06/2010,3014
1/02/2019,AL-30:B,122,2540,0,1/06/2010,3042
1/03/2019,AL-30:B,130,2194,0,1/06/2010,3073
1/04/2019,AL-30:B,119,2392,0,1/06/2010,3103
1/05/2019,AL-30:B,174,2920,,1/06/2010,3134
1/06/2019,AL-30:B,124,2931,,1/06/2010,3164
1/07/2019,AL-30:B,170,2926,,1/06/2010,3195
1/08/2019,AL-30:B,113,2857,,1/06/2010,3226
1/09/2019,AL-30:B,114,2874,,1/06/2010,3256
1/10/2019,AL-30:B,79,2495,0,1/06/2010,3287
1/11/2019,AL-30:B,107,2930,,1/06/2010,3317
1/12/2019,AL-30:B,86,1943,,1/06/2010,3348
1/01/2020,AL-30:B,88,1130,,1/06/2010,3379
1/02/2020,AL-30:B,81,1342,,1/06/2010,3408
1/03/2020,AL-30:B,91,959,,1/06/2010,3439
1/04/2020,AL-30:B,57,302,,1/06/2010,3469
1/05/2020,AL-30:B,88,1526,,1/06/2010,3500
1/06/2020,AL-30:B,132,1483,0,1/06/2010,3530
1/07/2020,AL-30:B,114,3084,,1/06/2010,3561
1/08/2020,AL-30:B,104,1602,18,1/06/2010,3592
1/09/2020,AL-30:B,115,2475,,1/06/2010,3622
1/10/2020,AL-30:B,119,2386,,1/06/2010,3653
1/11/2020,AL-30:B,97,2237,,1/06/2010,3683
1/12/2020,AL-30:B,89,2333,,1/06/2010,3714
1/01/2021,AL-30:B,89,2356,,1/06/2010,3745
1/02/2021,AL-30:B,83,2638,,1/06/2010,3773
1/03/2021,AL-30:B,101,1557,,1/06/2010,3804
1/04/2021,AL-30:B,87,1802,,1/06/2010,3834
1/05/2021,AL-30:B,88,2353,,1/06/2010,3865
1/06/2021,AL-30:B,107,1800,,1/06/2010,3895
1/07/2021,AL-30:B,46,1409,,1/06/2010,3926
1/08/2021,AL-30:B,0,,,1/06/2010,3926
1/09/2021,AL-30:B,0,,,1/06/2010,3926
1/10/2021,AL-30:B,118,2350,0,1/06/2010,3957
1/11/2021,AL-30:B,82,2574,,1/06/2010,3987
1/12/2021,AL-30:B,84,2635,,1/06/2010,4018
1/01/2022,AL-30:B,92,2640,,1/06/2010,4049
1/02/2022,AL-30:B,78,2252,9,1/06/2010,4077
1/03/2022,AL-30:B,88,2635,,1/06/2010,4108
1/04/2022,AL-30:B,89,2400,0,1/06/2010,4138
1/05/2022,AL-30:B,90,2480,8,1/06/2010,4169
1/06/2022,AL-30:B,88,2256,7,1/06/2010,4199
1/07/2022,AL-30:B,88,2354,,1/06/2010,4230
1/08/2022,AL-30:B,97,1878,,1/06/2010,4261
1/09/2022,AL-30:B,90,1714,0,1/06/2010,4291
1/10/2022,AL-30:B,99,1723,0,1/06/2010,4322
1/11/2022,AL-30:B,73,1650,,1/06/2010,4352
1/12/2022,AL-30:B,90,1708,,1/06/2010,4383
1/01/2023,AL-30:B,77,1501,,1/06/2010,4414
1/02/2023,AL-30:B,78,1918,,1/06/2010,4442
1/07/2019,AL-31:B,998,2735.44,155,1/07/2019,31
1/08/2019,AL-31:B,487,1178,,1/07/2019,62
1/09/2019,AL-31:B,337,914,9,1/07/2019,92
1/10/2019,AL-31:B,268,768,31,1/07/2019,123
1/11/2019,AL-31:B,319,844,43,1/07/2019,153
1/12/2019,AL-31:B,226,655,32,1/07/2019,184
1/01/2020,AL-31:B,217,568,51,1/07/2019,215
1/02/2020,AL-31:B,169,477,,1/07/2019,244
1/03/2020,AL-31:B,147,501,30,1/07/2019,275
1/04/2020,AL-31:B,102,436,17,1/07/2019,305
1/05/2020,AL-31:B,244,450,38,1/07/2019,336
1/06/2020,AL-31:B,180,414,19,1/07/2019,366
1/07/2020,AL-31:B,155,384,32,1/07/2019,397
1/08/2020,AL-31:B,236,320,27,1/07/2019,428
1/09/2020,AL-31:B,83,307,26,1/07/2019,458
1/10/2020,AL-31:B,232,318,19,1/07/2019,489
1/11/2020,AL-31:B,194,277,17,1/07/2019,519
1/12/2020,AL-31:B,108,253,9,1/07/2019,550
1/01/2021,AL-31:B,113,219,10,1/07/2019,581
1/02/2021,AL-31:B,258,310,19,1/07/2019,609
1/03/2021,AL-31:B,152,256,16,1/07/2019,640
1/04/2021,AL-31:B,145,243,11,1/07/2019,670
1/05/2021,AL-31:B,72,253,18,1/07/2019,701
1/06/2021,AL-31:B,86,245,14,1/07/2019,731
1/07/2021,AL-31:B,226,259,14,1/07/2019,762
1/08/2021,AL-31:B,168,249,18,1/07/2019,793
1/09/2021,AL-31:B,139,244,16,1/07/2019,823
1/10/2021,AL-31:B,172,249,16,1/07/2019,854
1/11/2021,AL-31:B,144,259,14,1/07/2019,884
1/12/2021,AL-31:B,163,258,10,1/07/2019,915
1/01/2022,AL-31:B,96,232,16,1/07/2019,946
1/02/2022,AL-31:B,242,206,8,1/07/2019,974
1/03/2022,AL-31:B,142,238,1,1/07/2019,1005
1/04/2022,AL-31:B,82,223,6,1/07/2019,1035
1/05/2022,AL-31:B,123,235,1,1/07/2019,1066
1/06/2022,AL-31:B,140,214,,1/07/2019,1096
1/07/2022,AL-31:B,70,166,66,1/07/2019,1127
1/08/2022,AL-31:B,179,221,,1/07/2019,1158
1/09/2022,AL-31:B,134,182,0,1/07/2019,1188
1/10/2022,AL-31:B,148,186,22,1/07/2019,1219
1/11/2022,AL-31:B,121,183,12,1/07/2019,1249
1/12/2022,AL-31:B,146,221,,1/07/2019,1280
1/01/2023,AL-31:B,111,155,,1/07/2019,1311
1/10/2019,AL-32:B,2650,4127,0,1/10/2019,31
1/11/2019,AL-32:B,1254,4440,,1/10/2019,61
1/12/2019,AL-32:B,898,2012,162,1/10/2019,92
1/01/2020,AL-32:B,918,2290,2,1/10/2019,123
1/02/2020,AL-32:B,702,1602,,1/10/2019,152
1/03/2020,AL-32:B,644,1559,6,1/10/2019,183
1/04/2020,AL-32:B,808,1501,8,1/10/2019,213
1/05/2020,AL-32:B,611,1500,16,1/10/2019,244
1/06/2020,AL-32:B,414,1320,0,1/10/2019,274
1/07/2020,AL-32:B,661,1240,,1/10/2019,305
1/08/2020,AL-32:B,470,1399,,1/10/2019,336
1/09/2020,AL-32:B,418,1088,,1/10/2019,366
1/10/2020,AL-32:B,522,954,,1/10/2019,397
1/11/2020,AL-32:B,524,864,,1/10/2019,427
1/12/2020,AL-32:B,463,809,,1/10/2019,458
1/01/2021,AL-32:B,394,691,,1/10/2019,489
1/02/2021,AL-32:B,468,704,,1/10/2019,517
1/03/2021,AL-32:B,324,592,,1/10/2019,548
1/04/2021,AL-32:B,455,571,,1/10/2019,578
1/05/2021,AL-32:B,559,745,,1/10/2019,609
1/06/2021,AL-32:B,506,570,,1/10/2019,639
1/07/2021,AL-32:B,435,649,,1/10/2019,670
1/08/2021,AL-32:B,460,591,,1/10/2019,701
1/09/2021,AL-32:B,398,570,,1/10/2019,731
1/10/2021,AL-32:B,493,641,0,1/10/2019,762
1/11/2021,AL-32:B,399,582,,1/10/2019,792
1/12/2021,AL-32:B,363,589,,1/10/2019,823
1/01/2022,AL-32:B,400,435,,1/10/2019,854
1/02/2022,AL-32:B,475,399,,1/10/2019,882
1/03/2022,AL-32:B,300,434,,1/10/2019,913
1/04/2022,AL-32:B,399,420,0,1/10/2019,943
1/05/2022,AL-32:B,351,434,,1/10/2019,974
1/06/2022,AL-32:B,352,421,,1/10/2019,1004
1/07/2022,AL-32:B,288,377,,1/10/2019,1035
1/08/2022,AL-32:B,308,376,,1/10/2019,1066
1/09/2022,AL-32:B,343,361,0,1/10/2019,1096
1/10/2022,AL-32:B,371,752,19,1/10/2019,1127
1/11/2022,AL-32:B,289,990,31,1/10/2019,1157
1/12/2022,AL-32:B,351,994,15,1/10/2019,1188
1/01/2023,AL-32:B,282,1003,21,1/10/2019,1219
1/02/2023,AL-32:B,231,710,,1/10/2019,1247
1/06/2020,AL-33:B,3162,7458,317,1/06/2020,30
1/07/2020,AL-33:B,3995,5531,258,1/06/2020,61
1/08/2020,AL-33:B,3251,5482,204,1/06/2020,92
1/09/2020,AL-33:B,2829,4421,142,1/06/2020,122
1/10/2020,AL-33:B,2643,4104,104,1/06/2020,153
1/11/2020,AL-33:B,2187,3857,84,1/06/2020,183
1/12/2020,AL-33:B,2529,3702,100,1/06/2020,214
1/01/2021,AL-33:B,2005,3707,101,1/06/2020,245
1/02/2021,AL-33:B,2133,716,87,1/06/2020,273
1/03/2021,AL-33:B,1761,2554,93,1/06/2020,304
1/04/2021,AL-33:B,2170,2492,83,1/06/2020,334
1/05/2021,AL-33:B,1944,445,64,1/06/2020,365
1/06/2021,AL-33:B,2058,3420,58,1/06/2020,395
1/07/2021,AL-33:B,1895,3584,62,1/06/2020,426
1/08/2021,AL-33:B,1948,3206,62,1/06/2020,457
1/09/2021,AL-33:B,1787,2971,40,1/06/2020,487
1/10/2021,AL-33:B,1948,2875,31,1/06/2020,518
1/11/2021,AL-33:B,1685,3370,28,1/06/2020,548
1/12/2021,AL-33:B,1783,3255,30,1/06/2020,579
1/01/2022,AL-33:B,1725,3696,,1/06/2020,610
1/02/2022,AL-33:B,1168,4022,,1/06/2020,638
1/03/2022,AL-33:B,1457,3782,,1/06/2020,669
1/04/2022,AL-33:B,1719,3390,0,1/06/2020,699
1/05/2022,AL-33:B,1598,3534,,1/06/2020,730
1/06/2022,AL-33:B,1518,3460,,1/06/2020,760
1/07/2022,AL-33:B,1547,3610,,1/06/2020,791
1/08/2022,AL-33:B,1361,3600,,1/06/2020,822
1/09/2022,AL-33:B,1186,3457,0,1/06/2020,852
1/10/2022,AL-33:B,1210,3383,0,1/06/2020,883
1/11/2022,AL-33:B,1232,3450,,1/06/2020,913
1/12/2022,AL-33:B,1267,3571,,1/06/2020,944
1/01/2023,AL-33:B,1594,3604,,1/06/2020,975
1/02/2023,AL-33:B,1315,3382,,1/06/2020,1003
1/12/2020,AL-34:B,468,3883,413,1/12/2020,31
1/01/2021,AL-34:B,1687,8125,461,1/12/2020,62
1/02/2021,AL-34:B,2212,8641,238,1/12/2020,90
1/03/2021,AL-34:B,1659,6965,158,1/12/2020,121
1/04/2021,AL-34:B,1469,6491,81,1/12/2020,151
1/05/2021,AL-34:B,1270,6558,19,1/12/2020,182
1/06/2021,AL-34:B,1287,6217,,1/12/2020,212
1/07/2021,AL-34:B,1111,6500,,1/12/2020,243
1/08/2021,AL-34:B,1148,5944,,1/12/2020,274
1/09/2021,AL-34:B,872,5710,,1/12/2020,304
1/10/2021,AL-34:B,1093,5570,0,1/12/2020,335
1/11/2021,AL-34:B,1007,5376,,1/12/2020,365
1/12/2021,AL-34:B,1009,5135,,1/12/2020,396
1/01/2022,AL-34:B,777,4848,,1/12/2020,427
1/02/2022,AL-34:B,353,3349,13,1/12/2020,455
1/03/2022,AL-34:B,1169,5177,,1/12/2020,486
1/04/2022,AL-34:B,732,4840,0,1/12/2020,516
1/05/2022,AL-34:B,873,5094,,1/12/2020,547
1/06/2022,AL-34:B,873,4648,,1/12/2020,577
1/07/2022,AL-34:B,1266,4975,,1/12/2020,608
1/08/2022,AL-34:B,833,3718,,1/12/2020,639
1/09/2022,AL-34:B,755,3455,0,1/12/2020,669
1/10/2022,AL-34:B,707,3385,0,1/12/2020,700
1/11/2022,AL-34:B,602,3354,,1/12/2020,730
1/12/2022,AL-34:B,729,3415,,1/12/2020,761
1/12/2021,AL-35:B,456,,624,1/12/2021,31
1/01/2022,AL-35:B,11702,,163,1/12/2021,62
1/02/2022,AL-35:B,4989,33034,56,1/12/2021,90
1/03/2022,AL-35:B,3301,23095,417,1/12/2021,121
1/04/2022,AL-35:B,3982,21450,0,1/12/2021,151
1/05/2022,AL-35:B,1890,23250,,1/12/2021,182
1/06/2022,AL-35:B,2498,21090,,1/12/2021,212
1/07/2022,AL-35:B,1323,19805,,1/12/2021,243
1/08/2022,AL-35:B,1769,18252,,1/12/2021,274
1/09/2022,AL-35:B,1340,16775,0,1/12/2021,304
1/10/2022,AL-35:B,1223,15820,0,1/12/2021,335
1/11/2022,AL-35:B,1453,13860,,1/12/2021,365
1/12/2022,AL-35:B,1233,14316,,1/12/2021,396
1/01/2023,AL-35:B,1354,14351,,1/12/2021,427
1/02/2023,AL-35:B,1019,11566,,1/12/2021,455
1/05/2022,AL-36:B,71,,289,1/05/2022,31
1/06/2022,AL-36:B,768,764,62,1/05/2022,61
1/07/2022,AL-36:B,487,862,58,1/05/2022,92
1/08/2022,AL-36:B,402,693,35,1/05/2022,123
1/09/2022,AL-36:B,431,879,0,1/05/2022,153
1/10/2022,AL-36:B,461,932,24,1/05/2022,184
1/11/2022,AL-36:B,363,885,,1/05/2022,214
1/12/2022,AL-36:B,438,917,,1/05/2022,245
1/01/2023,AL-36:B,329,993,,1/05/2022,276
1/02/2023,AL-36:B,231,917,,1/05/2022,304
1/03/1970,AL-4:A,2522,738,44,1/03/1970,31
1/04/1970,AL-4:A,2596,1706,150,1/03/1970,61
1/05/1970,AL-4:A,2850,4028,120,1/03/1970,92
1/06/1970,AL-4:A,5035,1153,,1/03/1970,122
1/07/1970,AL-4:A,6180,1975,124,1/03/1970,153
1/08/1970,AL-4:A,4590,1504,120,1/03/1970,184
1/09/1970,AL-4:A,4467,1841,,1/03/1970,214
1/10/1970,AL-4:A,4409,2524,155,1/03/1970,245
1/11/1970,AL-4:A,4312,1486,180,1/03/1970,275
1/12/1970,AL-4:A,3313,1351,180,1/03/1970,306
1/01/1971,AL-4:A,4117,1807,124,1/03/1970,337
1/02/1971,AL-4:A,3241,1705,336,1/03/1970,365
1/03/1971,AL-4:A,3104,1469,279,1/03/1970,396
1/04/1971,AL-4:A,2768,1342,180,1/03/1970,426
1/05/1971,AL-4:A,3109,1565,270,1/03/1970,457
1/06/1971,AL-4:A,2967,1412,522,1/03/1970,487
1/07/1971,AL-4:A,3302,1538,589,1/03/1970,518
1/08/1971,AL-4:A,2707,1510,432,1/03/1970,549
1/09/1971,AL-4:A,2079,1191,624,1/03/1970,579
1/10/1971,AL-4:A,2251,1524,310,1/03/1970,610
1/11/1971,AL-4:A,2297,1288,377,1/03/1970,640
1/12/1971,AL-4:A,2267,989,364,1/03/1970,671
1/01/1972,AL-4:A,2963,1047,570,1/03/1970,702
1/02/1972,AL-4:A,2460,855,182,1/03/1970,731
1/03/1972,AL-4:A,1526,548,120,1/03/1970,762
1/04/1972,AL-4:A,1272,575,140,1/03/1970,792
1/05/1972,AL-4:A,827,2119,713,1/03/1970,823
1/06/1972,AL-4:A,1728,1970,350,1/03/1970,853
1/07/1972,AL-4:A,1190,1607,240,1/03/1970,884
1/08/1972,AL-4:A,1831,3014,448,1/03/1970,915
1/09/1972,AL-4:A,1913,3683,203,1/03/1970,945
1/10/1972,AL-4:A,1859,4739,1054,1/03/1970,976
1/11/1972,AL-4:A,1480,4281,600,1/03/1970,1006
1/12/1972,AL-4:A,1413,5422,270,1/03/1970,1037
1/01/1973,AL-4:A,1662,6472,675,1/03/1970,1068
1/02/1973,AL-4:A,1674,1610,280,1/03/1970,1096
1/03/1973,AL-4:A,1543,1547,310,1/03/1970,1127
1/04/1973,AL-4:A,1683,1257,300,1/03/1970,1157
1/05/1973,AL-4:A,1536,3041,465,1/03/1970,1188
1/06/1973,AL-4:A,1124,2811,600,1/03/1970,1218
1/07/1973,AL-4:A,1807,3948,300,1/03/1970,1249
1/08/1973,AL-4:A,1470,3764,341,1/03/1970,1280
1/09/1973,AL-4:A,659,5163,182,1/03/1970,1310
1/10/1973,AL-4:A,989,6558,310,1/03/1970,1341
1/11/1973,AL-4:A,764,4681,145,1/03/1970,1371
1/12/1973,AL-4:A,1437,3864,210,1/03/1970,1402
1/01/1974,AL-4:A,1434,6369,155,1/03/1970,1433
1/02/1974,AL-4:A,773,7391,196,1/03/1970,1461
1/03/1974,AL-4:A,1643,6850,248,1/03/1970,1492
1/04/1974,AL-4:A,1841,5188,150,1/03/1970,1522
1/05/1974,AL-4:A,1693,5311,248,1/03/1970,1553
1/06/1974,AL-4:A,1489,4111,210,1/03/1970,1583
1/07/1974,AL-4:A,1782,4168,279,1/03/1970,1614
1/08/1974,AL-4:A,1670,4381,341,1/03/1970,1645
1/09/1974,AL-4:A,1473,6514,120,1/03/1970,1675
1/10/1974,AL-4:A,1304,6719,210,1/03/1970,1706
1/11/1974,AL-4:A,1250,7018,493,1/03/1970,1736
1/12/1974,AL-4:A,1414,8255,372,1/03/1970,1767
1/01/1975,AL-4:A,1500,4904,217,1/03/1970,1798
1/02/1975,AL-4:A,1131,4584,336,1/03/1970,1826
1/03/1975,AL-4:A,1165,4364,840,1/03/1970,1857
1/04/1975,AL-4:A,1227,4707,180,1/03/1970,1887
1/05/1975,AL-4:A,868,3994,279,1/03/1970,1918
1/06/1975,AL-4:A,383,1621,143,1/03/1970,1948
1/07/1975,AL-4:A,,,,1/03/1970,1948
1/08/1975,AL-4:A,1358,6224,416,1/03/1970,1979
1/09/1975,AL-4:A,1272,5317,690,1/03/1970,2009
1/10/1975,AL-4:A,1566,5674,450,1/03/1970,2040
1/11/1975,AL-4:A,1017,5051,676,1/03/1970,2070
1/12/1975,AL-4:A,1170,6139,248,1/03/1970,2101
1/01/1976,AL-4:A,542,3434,117,1/03/1970,2132
1/02/1976,AL-4:A,1408,7395,476,1/03/1970,2161
1/03/1976,AL-4:A,1280,8050,240,1/03/1970,2192
1/04/1976,AL-4:A,1269,7386,290,1/03/1970,2222
1/05/1976,AL-4:A,1329,7271,403,1/03/1970,2253
1/06/1976,AL-4:A,1298,6509,300,1/03/1970,2283
1/07/1976,AL-4:A,1034,6324,364,1/03/1970,2314
1/08/1976,AL-4:A,1019,5814,300,1/03/1970,2345
1/09/1976,AL-4:A,1040,4955,290,1/03/1970,2375
1/10/1976,AL-4:A,1505,9789,120,1/03/1970,2406
1/11/1976,AL-4:A,930,10828,210,1/03/1970,2436
1/12/1976,AL-4:A,1020,9592,155,1/03/1970,2467
1/01/1977,AL-4:A,322,3039,77,1/03/1970,2498
1/02/1977,AL-4:A,534,4166,105,1/03/1970,2526
1/03/1977,AL-4:A,987,5854,310,1/03/1970,2557
1/04/1977,AL-4:A,308,1483,91,1/03/1970,2587
1/05/1977,AL-4:A,927,8013,248,1/03/1970,2618
1/06/1977,AL-4:A,830,6139,150,1/03/1970,2648
1/07/1977,AL-4:A,887,4629,252,1/03/1970,2679
1/08/1977,AL-4:A,339,1754,58,1/03/1970,2710
1/09/1977,AL-4:A,891,5283,252,1/03/1970,2740
1/10/1977,AL-4:A,810,4125,248,1/03/1970,2771
1/11/1977,AL-4:A,684,3956,180,1/03/1970,2801
1/12/1977,AL-4:A,282,1710,217,1/03/1970,2832
1/01/1978,AL-4:A,563,3653,75,1/03/1970,2863
1/02/1978,AL-4:A,652,3655,84,1/03/1970,2891
1/03/1978,AL-4:A,486,2789,60,1/03/1970,2922
1/04/1978,AL-4:A,,,,1/03/1970,2922
1/05/1978,AL-4:A,915,8232,105,1/03/1970,2953
1/06/1978,AL-4:A,1048,5717,69,1/03/1970,2983
1/07/1978,AL-4:A,765,4931,96,1/03/1970,3014
1/08/1978,AL-4:A,724,4673,,1/03/1970,3045
1/09/1978,AL-4:A,804,5771,,1/03/1970,3075
1/10/1978,AL-4:A,688,5352,145,1/03/1970,3106
1/11/1978,AL-4:A,829,6391,150,1/03/1970,3136
1/12/1978,AL-4:A,737,5407,310,1/03/1970,3167
1/01/1979,AL-4:A,913,7179,144,1/03/1970,3198
1/02/1979,AL-4:A,848,6226,110,1/03/1970,3226
1/03/1979,AL-4:A,233,1725,18,1/03/1970,3257
1/04/1979,AL-4:A,867,4281,270,1/03/1970,3287
1/05/1979,AL-4:A,735,4457,155,1/03/1970,3318
1/06/1979,AL-4:A,1410,8109,270,1/03/1970,3348
1/07/1979,AL-4:A,927,5373,180,1/03/1970,3379
1/08/1979,AL-4:A,1022,3296,217,1/03/1970,3410
1/09/1979,AL-4:A,683,3127,150,1/03/1970,3440
1/10/1979,AL-4:A,772,5093,186,1/03/1970,3471
1/11/1979,AL-4:A,564,4166,112,1/03/1970,3501
1/12/1979,AL-4:A,793,5720,145,1/03/1970,3532
1/01/1980,AL-4:A,969,5565,116,1/03/1970,3563
1/02/1980,AL-4:A,701,4653,145,1/03/1970,3592
1/03/1980,AL-4:A,563,4744,105,1/03/1970,3623
1/04/1980,AL-4:A,670,4651,120,1/03/1970,3653
1/05/1980,AL-4:A,954,5936,210,1/03/1970,3684
1/06/1980,AL-4:A,653,4477,120,1/03/1970,3714
1/07/1980,AL-4:A,750,6007,124,1/03/1970,3745
1/08/1980,AL-4:A,620,2264,116,1/03/1970,3776
